"prioridade";"recomendacao";"esforco";"prontidao_atual";"volume_12m";"tabela";"categoria";"nome_atual";"nome_sugerido";"qtd_derivados";"derivados";"qtd_perguntas";"qtd_bloqueadores";"frases_exemplo";"justificativa";"sys_id"
"media";"manter_formulario";"baixo";"25";"975";"x_nasm_tax_case";"";"Emissão de Notas Fiscais de Industrialização";"Solicitar nota fiscal de remessa para industrialização";"0";"";"3";"2";"Preciso de nota de industrialização | emitir nota de remessa para industrialização | nota de cobertura para terceirista | remessa para industrialização por encomenda";"Item público voltado a terceiros (industrializadores): o producer script grava todo caso no usuário externo genérico e pede nome, CPF/CNPJ, e-mail e telefone manualmente. O anexo é um widget público customizado com checkbox de confirmação. Conversa na VA exige usuário logado, e o público-alvo acessa sem login. Por isso fica como formulário, com nome e descrição melhores para achar e abrir o link.";"02733af71bb43910d1abda4ce54bcb4c"
"media";"conversacional_com_ajustes";"baixo";"60";"844";"x_nasm_tax_case";"Fiscal";"Cancelar ou Corrigir Nota Fiscal";"Cancelar ou corrigir nota fiscal de saída";"0";"";"4";"1";"Preciso cancelar uma nota fiscal | emitir carta de correção da NF 000123456-1 | a nota saiu com erro, quero corrigir | cancelar NF de saída | CC-e para nota emitida errada";"Item curto (844 pedidos em 12 meses, crescendo: 220 nos últimos 90 dias) sem bloqueadores. Precisa trocar o regex em script por Validation Regex, tirar o mandatory do rótulo de template e perguntar se é cancelamento ou correção, que hoje só aparece no nome.";"f43681331b38f510d1abda4ce54bcb5a"
"media";"manter_formulario";"baixo";"15";"695";"x_nasm_hr_case";"Refunds";"Solicitação de Reembolso de Kit Escolar";"Solicitar reembolso de kit escolar";"0";"";"0";"4";"quero reembolso do material escolar do meu filho | reembolso kit escolar | comprei os materiais da escola, como peço o reembolso? | reintegro de útiles escolares | preciso mandar a nota do material escolar";"O item é montado em torno de um multi-row de filhos (dados_dos_seus_filhos) controlado por um widget custom (mrvs_monitor) e por scripts que usam sessionStorage, sem VA Supported. O teto por filho e a soma do total dependem dessa grade. Uso é sazonal (4 pedidos nos últimos 90 dias). Manter como formulário e melhorar nome/descrição para o item ser encontrado e aberto como link.";"b53b6c913b581a50924d0247f4e45ae7"
"media";"conversacional_com_ajustes";"baixo";"60";"689";"x_nasm_tax_case";"Fiscal";"Emissão de Notas Fiscais de Devolução";"Solicitar nota fiscal de devolução ao fornecedor";"0";"";"3";"1";"Preciso devolver mercadoria para o fornecedor | emitir nota de devolução da NF 000123456-1 | devolução de compra | material veio errado, quero devolver | nota de retorno ao fornecedor";"Item curto com 689 pedidos em 12 meses (queda recente) e sem bloqueadores. O set tem um client script com sys_id cravado que esconde o destinatário para uma sub-empresa; convém virar UI policy do próprio item. Faltam Validation Regex e labels.";"2d6ceef71b743910d1abda4ce54bcbfd"
"media";"conversacional_com_ajustes";"baixo";"60";"680";"x_nasm_tax_case";"Fiscal";"Cadastro preço Brasil/Cadastro de preço exportação";"Solicitar cadastro de preço (Brasil ou exportação)";"0";"";"3";"1";"Preciso cadastrar preço de exportação | cadastro de preço para cliente no Brasil | atualizar tabela de preço do cliente | incluir preço de produto novo | cadastrar preço export";"Item curto (5 perguntas) sem bloqueadores e com 680 pedidos em 12 meses. O nome junta duas variações (Brasil/exportação) que ficam bem resolvidas por uma pergunta de tipo com slot filling. Faltam descrição, labels, levar o link do template para a KB e corrigir a UI policy que aponta para variável inexistente.";"e07accd81bcdb910a530426fe54bcbed"
"media";"conversacional_com_ajustes";"medio";"35";"644";"x_nasm_rtr_case";"Lançamentos Contábeis";"Outros lançamentos contábeis - Intercompany, mercadoria e caixa em trânsito";"Solicitar lançamento intercompany ou em trânsito";"0";"";"5";"1";"Preciso de um lançamento intercompany | lançar mercadoria em trânsito entre empresas | ajustar caixa em trânsito | conciliação intercompany precisa de lançamento | lançamento entre Natura e Avon";"Com 644 pedidos em 12 meses, o item fica bloqueado só pela variável vs_rep_templates (Custom with Label), que exibe os templates. As três variações (intercompany, caixa em trânsito, mercadoria em trânsito) usam as mesmas perguntas, então não compensa dividir: basta o tipo como primeira pergunta, que o slot filling preenche quando o usuário já diz o tipo na frase.";"7a4a85391ba16110a530426fe54bcb79"
"media";"conversacional_com_ajustes";"baixo";"50";"583";"x_nasm_ptp_case";"HUB de Pagamentos";"Solicitar pagamento de Aluguel e Condomínio Varejo";"Pagar aluguel, condomínio ou conta de consumo de loja";"0";"";"6";"2";"preciso pagar o aluguel da loja | boleto de condomínio da loja do shopping vence sexta | enviar conta de luz da loja para pagamento | pagar condomínio da loja 123 | tenho um boleto de aluguel do varejo";"Intenção única e clara, 7 perguntas, volume bom (583). Os problemas são pontuais: o solicitante é preenchido por script onLoad, uma policy sem condição deixa v_store_name read-only (a conversa pularia a loja), três rich text labels marcados como obrigatórios, CNPJ buscado por script com sys_id fixo e um script que apaga o centro de custo sem avisar.";"daebc4ad3b001290924d0247f4e45a0c"
"media";"conversacional_com_ajustes";"medio";"35";"501";"x_nasm_rtr_case";"Relatórios e Consultas Contábeis";"Relatorios e consultas em geral";"Solicitar relatório ou consulta contábil";"0";"";"5";"1";"Preciso de um relatório contábil | me manda o razão da conta de despesas de junho | consulta de saldo de conta contábil | relatório de ativo fixo da unidade | tenho uma dúvida sobre um lançamento";"Com 501 pedidos em 12 meses e perguntas simples (tipo, assunto, período, descrição), o item é bloqueado só pelo client script ""EY: Remove options information type"" (sem VA Supported), que monta as opções por sub-empresa e idioma via g_lang. A variável v_controle e o script que a preenche são apoio técnico sem pergunta.";"9c5592d61be12990d1abda4ce54bcbb4"
"media";"conversacional_com_ajustes";"baixo";"55";"492";"x_nasm_finance_case";"Reembolso e prestação de contas para FV";"Solicitação de Verba Evento e Verba Mês - Força de Vendas";"Solicitar verba evento ou verba mês (força de vendas)";"0";"";"6";"3";"preciso solicitar verba evento | quero pedir a verba mês | adiantamento de verba para o encontro de consultoras | solicitar verba para evento da minha gerência | pedido de verba mês força de vendas";"Intenção única (pedir verba) com duas variações triviais (evento ou mês), que o LLM preenche pela frase. Não há bloqueador; o trabalho é levar os links dos templates para a descrição, labels em pt-BR e deixar claro que prestação de contas da verba é outro item.";"3d34417b1bdce1d0d1abda4ce54bcbbd"
"media";"conversacional_com_ajustes";"baixo";"55";"482";"x_nasm_hr_case";"Certificados e Documentos";"Solicitações relacionadas a Certificados e Documentos";"Solicitar certificado ou declaração de trabalho";"0";"";"4";"1";"necesito un certificado laboral | preciso de uma declaração de que trabalho na empresa | quiero una copia de mi contrato | certificado de renta para o banco | preciso do certificado apostilado";"Item do catálogo hispânico (Argentina, Chile, Colômbia, Equador, Peru, Uruguai) com só 4 perguntas próprias e sem bloqueador. Pontos de atenção: o lookup choose_the_document_you_need usa reference qualifier por script dependente de v_employee (elegibilidade por país) e nenhuma pergunta tem conversational label. Ajustes pequenos deixam o item bom para conversa.";"f6e9b18a3b609a10924d0247f4e45a1b"
"media";"conversacional_com_ajustes";"medio";"30";"481";"x_nasm_rtr_case";"Lançamentos Contábeis";"Lançamento Contábil Avon";"Solicitar lançamento contábil Avon";"0";"";"3";"1";"Preciso de um lançamento contábil na Avon | reclasificación contable Avon Perú | necesito un asiento contable manual | reclassificar conta Avon Brasil | subir template de lançamento Avon";"Com 481 pedidos em 12 meses, o item fica bloqueado pela variável v_template_avon (Custom with Label, macro/widget), que só serve para oferecer o modelo. Trocando essa variável por um link na descrição/KB, o restante são duas perguntas de anexo e o set de empresa. A descrição atual em espanhol (""Reclasificaciones contables"") é pobre e não diferencia do item Natura + TBS.";"1c90d6121be12990d1abda4ce54bcbc2"
"media";"dividir";"medio";"50";"464";"x_nasm_finance_case";"Cartão Corporativo";"Informações sobre Cartão Corporativo";"Informações sobre Cartão Corporativo (dividir em 2)";"2";"Tirar dúvida sobre cartão corporativo | Avisar viagem internacional com cartão corporativo";"0";"2";"tenho uma dúvida sobre o cartão corporativo | vou viajar para fora do país com o cartão da empresa";"O item mistura duas intenções sem relação: tirar dúvida sobre cartão corporativo e informar viagem internacional (aviso prévio ao banco). Cada ramo tem perguntas próprias controladas por UI policy e por uma variável de demanda (v_what_is_the_demand_for_the_call) que nem aparece mais entre as variáveis ativas, o que deixa a lógica inconsistente. Separar em dois itens enxutos melhora o match de intenção e elimina os scripts de limpeza.";"96ae57af1b9c61d0d1abda4ce54bcbe7"
"media";"conversacional_com_ajustes";"medio";"40";"445";"x_nasm_hr_case";"Declarações e Documentos";"Documentos para Processo Trabalhista, Auditoria e Fiscalização";"Solicitar documentos para processo trabalhista, auditoria ou fiscalização";"0";"";"10";"1";"preciso dos documentos do reclamante para um processo trabalhista | documentos para defesa trabalhista | a fiscalização pediu documentos de um funcionário | preciso de cartões de ponto e holerites de um ex-colaborador para auditoria | solicitar TRCT e FGTS para processo";"Sem bloqueadores, mas 20 perguntas, 10 delas checkboxes de documentos soltos, o que fica ruim na conversa. Trocando os checkboxes por uma única pergunta de múltipla seleção, o item cai para 6 a 8 perguntas. O ramo auditoria/fiscalização é trivial (1 campo), então não compensa dividir.";"59a2d0171bef9190d1abda4ce54bcb98"
"media";"dividir";"medio";"45";"443";"x_nasm_hr_case";"Outros";"Adicionar ou Remover  membros em Grupos";"Adicionar ou remover membro de grupo de atendimento do CSC";"2";"Adicionar membro a grupo de atendimento do CSC | Remover membro de grupo de atendimento do CSC";"0";"3";"Preciso entrar no grupo de Benefícios do CSC | Adicionar a Maria no grupo de TDG | Remover um analista do grupo de atendimento | tirar fulano do grupo MDM | me inclui no grupo da fila de impostos";"O select v_type (Adicionar/Remover) muda o formulário via UI Policies e client scripts: para adicionar pergunta-se para quem e qual usuário, para remover pergunta-se qual membro do grupo. São duas intenções com volume relevante e vocabulário próprio (""me coloca no grupo"" x ""tira fulano do grupo""). Cada derivado fica com 3-4 perguntas e sem os scripts de limpeza.";"2a4bc3a71b283110a530426fe54bcbd4"
"media";"conversacional_com_ajustes";"baixo";"55";"442";"x_nasm_hr_case";"Desligamento";"Desligamento";"Comunicar desligamento de colaborador";"0";"";"3";"1";"preciso comunicar o desligamento de um colaborador | vou desligar uma pessoa do meu time | informar data de desligamento | abrir desligamento no RH | o funcionário pediu demissão, onde registro?";"Só 2 perguntas (data e comentários) e nenhum script. Mas o nome genérico 'Desligamento' disputa intenção com vários irmãos (transferência internacional, prévia de rescisão, rescisão complementar, estabilidade, dúvidas) e a descrição está vazia. O producer script lê a variável 'employee', que não aparece no item.";"7392f8da1b13b010a530426fe54bcbe0"
"media";"conversacional_com_ajustes";"medio";"30";"423";"x_nasm_hr_case";"Relatórios";"Relatórios Gerais de Recursos Humanos";"Solicitar relatório de dados de RH (Brasil)";"0";"";"9";"3";"preciso de um relatório de headcount | quero a lista de colaboradores ativos da minha área | relatório de afastados | extrair dados de dependentes dos colaboradores | relatório de controle de jornada da equipe";"Intenção única (pedir um relatório de dados de RH) com volume relevante, mas bloqueado por 2 scripts de 'selecionar todas' que manipulam g_list e por List Collectors com qualifier dinâmico (subempresa depende da empresa). A descrição hoje é só '.', o que impede o LLM de achar o item. Removendo os checkboxes de 'selecionar todas', simplificando a subempresa e trocando o anexo de aprovação por aprovação no flow, a conversa fica viável.";"6b09123f1b7c6590d1abda4ce54bcb57"
"media";"conversacional_com_ajustes";"medio";"40";"414";"x_nasm_hr_case";"Férias";"Questões, dúvidas, reclamações ou sugestões relacionadas a Férias";"Tirar dúvida ou reclamar sobre férias (América Hispânica)";"0";"";"3";"0";"cuántos días de vacaciones me quedan? | duda sobre mis vacaciones | no me pagaron las vacaciones | quiero reclamar porque no me aprobaron las vacaciones | consulta sobre vacaciones en Ecuador";"Poucas perguntas próprias (motivo, categoria só para Equador, detalhe), sem bloqueadores, mas com um onLoad que usa setTimeout para mostrar a categoria no Equador (frágil e ruim em conversa) e validação de 40 caracteres. Tudo tem substituto sem script.";"6a2fa9bc1b005650514cbaef4b4bcb85"
"media";"conversacional_com_ajustes";"baixo";"55";"413";"x_nasm_finance_case";"Reembolso e prestação de contas";"Realizar Prestação de Contas - LATAM";"Prestar contas - LATAM";"0";"";"7";"3";"necesito hacer una rendición de cuentas | quero prestar contas, sou da Argentina | rendir gastos de viaje Chile | prestação de contas Colômbia | enviar rendición de cuentas con la plantilla";"Formulário curto (tipo, quantidade, valor, moeda e dois anexos), sem lógica condicional relevante. Ajustes: ocultar v_opened_by, trocar a validação de valor (hoje no formato brasileiro, inadequado para moedas LATAM) e deixar a descrição e os labels claros, com versão em espanhol.";"bd575a8f1bb8e550d1abda4ce54bcb1d"
"media";"conversacional_com_ajustes";"medio";"45";"409";"x_nasm_hr_case";"News";"Envio de Novidades";"Enviar novidades para a folha de pagamento";"0";"";"8";"2";"Preciso lançar um bônus na folha de março | Enviar novidade de folha para 15 colaboradores do Peru | Quero informar descontos para a folha da Natura Chile | novedad de nómina para cargar | lançar premiação da equipe na folha";"Item de uso restrito (áreas autorizadas a enviar novidades de folha nos países hispânicos) com volume relevante. Não há bloqueador, mas são 24 perguntas contando o set pessoal, categoria e subcategoria dependem de reference qualifiers scriptados e a validação de 40 caracteres é feita por 3 client scripts. Com o set enxuto e a validação em regex, a conversa fica com 8 perguntas.";"abad07423ba4da10924d0247f4e45a63"
"media";"conversacional_com_ajustes";"baixo";"60";"380";"x_nasm_tax_case";"Fiscal";"Retorno Comodato/Locação";"Solicitar nota fiscal de retorno de comodato ou locação";"0";"";"3";"1";"Preciso devolver um equipamento de comodato | nota de retorno de locação | fim do contrato de aluguel de máquina, devolver | retorno de bem em comodato";"Item curto com 380 pedidos em 12 meses, sem bloqueadores. Pede fornecedor, nota de recebimento e planilha modelo. Os ajustes são labels, descrição e o rótulo de template obrigatório.";"8ac6d2bf1b383910a530426fe54bcb4e"
"media";"conversacional_com_ajustes";"medio";"30";"369";"x_nasm_hr_case";"Declarações e Documentos";"PPP - Perfil Profissiográfico Previdenciário";"Solicitar PPP (Perfil Profissiográfico Previdenciário)";"0";"";"6";"2";"preciso do meu PPP para me aposentar | como peço o perfil profissiográfico previdenciário? | sou ex-funcionário e preciso do PPP | o INSS pediu o PPP | documento para aposentadoria especial";"Poucas perguntas próprias, mas bloqueado pelo client script onSubmit 'EY: Mandatory attachment' (sem VA Supported), que exige anexo conforme data, empresa e situação. Trocando por uma variável Attachment com UI Policy sem script e a validação de CPF por regex, o item fica conversável, com volume relevante e intenção bem clara.";"4f50f3a71b102dd0a530426fe54bcb88"
"media";"conversacional_com_ajustes";"baixo";"25";"367";"x_nasm_hr_case";"Dados Pessoais";"Informações ou dúvidas relacionadas à Dados Pessoais";"Tirar dúvida sobre dados pessoais (Brasil)";"0";"";"1";"2";"tenho uma dúvida sobre meus dados cadastrais | meu nome está errado no sistema do RH, o que faço? | como atualizo meu endereço no cadastro? | dúvida sobre cadastro de dependente | onde vejo meus dados pessoais?";"Formulário genérico de uma pergunta só, bloqueado apenas pelos dois widgets de busca (Custom). Removendo-os e limpando policies órfãs, vira um item conversacional de uma pergunta, ideal para o Now Assist.";"bcb96c711b942550d1abda4ce54bcbce"
"media";"conversacional_com_ajustes";"baixo";"50";"359";"x_nasm_hr_case";"Suporte de acesso ao sistema ADP";"Relatar erros ou ajustes no acesso ADP";"Relatar erro ou pedir ajuste de acesso no ADP";"0";"";"3";"2";"não consigo entrar no ADP | o ADP está dando erro na tela | preciso incluir um centro de custo no meu acesso do ADP | meu perfil no ADP está errado | não aparece a lista de justificativas do ponto no ADP";"Item enxuto (tipo de suporte, evidência anexa e descrição) sem bloqueadores. Mas tem um defeito que quebra a conversa: a policy 'EY - Comments - Read Only' deixa v_comments sempre read-only, então o VA pula a descrição do problema. As policies de telefone dependem de uma variável que não existe (v_is_your_problem_exclusively_in_accessing_the_adp_system), e a descrição atual é só um ponto.";"dc0f75b81bb39114d1abda4ce54bcba5"
"media";"conversacional_com_ajustes";"baixo";"55";"351";"x_nasm_hr_case";"Declarações e Documentos";"Solicitação de declaração";"Solicitar declaração ao RH";"0";"";"3";"0";"preciso de uma declaração do RH | quero uma declaração de salário para o banco | declaração de tempo de empresa | pedir declaração de férias | preciso de um documento dizendo quanto eu ganho";"Estrutura boa para conversa (tipo de declaração, 'outros' condicional, informações necessárias), sem scripts no item. Faltam descrição, conversational labels e limpeza de um label de instrução e de uma variável de texto chamada 'formatter'.";"3ac2b8cc1bbbb010a530426fe54bcbe6"
"media";"conversacional_com_ajustes";"alto";"25";"348";"x_nasm_rtr_case";"Apropriação e Diferimento";"Solicitação de Apropriação e Diferimento";"Solicitar apropriação ou diferimento contábil";"0";"";"4";"3";"preciso fazer uma provisão de despesa do mês | diferir um pagamento anual ao longo dos meses | lançar apropriação de despesa sem nota | solicitar diferimento contábil | apropriar despesa de serviço do mês";"Volume médio (348 em 12 meses). Bloqueado por três variáveis Custom with Label (UI Macro/widget de download de template e nota informativa) e tem duas variáveis Attachment obrigatórias. Trocando os templates por link em KB e os anexos por um único anexo obrigatório no fim, sobram 3 perguntas próprias.";"8bad8c671b152550a530426fe54bcb90"
"media";"conversacional_com_ajustes";"baixo";"55";"345";"x_nasm_ptp_case";"HUB de Pagamentos";"Informações HUB de Pagamentos sobre Requisições e Contratos";"Tirar dúvida sobre requisição ou contrato no HUB de Pagamentos";"0";"";"4";"0";"qual o status da minha requisição no HUB? | minha requisição de compra está parada na aprovação do CSC Contratos | tenho uma dúvida sobre CW e CRW | por que meu contrato ainda não foi aprovado? | preciso de informação sobre uma requisição que o HUB abriu";"Item de dúvida simples, sem variáveis próprias: tudo vem de três variable sets (empresa, tipo de dúvida, informações adicionais). Não há bloqueadores; o que atrapalha é a descrição vazia, labels em inglês, o rótulo rich text com a explicação CW/CRW (não chega ao LLM) e o solicitante perguntado quando pode ser derivado. Com descrição de negócio e labels, vira um bom item conversacional.";"7e9b82b51b19a110d1abda4ce54bcb9e"
"media";"conversacional_com_ajustes";"baixo";"65";"340";"x_nasm_tax_case";"Fiscal";"Remessa para Conserto";"Solicitar nota fiscal de remessa para conserto";"0";"";"2";"1";"Preciso mandar um equipamento para conserto | nota de remessa para manutenção | enviar máquina para reparo no fornecedor | remessa para conserto de peça";"Item curto (4 perguntas) com 340 pedidos em 12 meses e sem bloqueadores. Os ajustes são labels, descrição e o rótulo de template obrigatório, que vai para a KB.";"0af68d3f1b7cf510a530426fe54bcb35"
"media";"conversacional_com_ajustes";"baixo";"55";"331";"x_nasm_ptp_case";"Pagamentos";"Consulta a Pagamentos Atrasados";"Consultar pagamento atrasado a fornecedor";"0";"";"4";"0";"o fornecedor está reclamando que não recebeu | pagamento vencido e não caiu | por que a nota do fornecedor ainda não foi paga? | consultar pagamento atrasado | fornecedor cobrando nota vencida";"Volume médio (331 em 12 meses), intenção simples e só 3 perguntas próprias. Sem bloqueador; passa de 20 perguntas só por causa do set de empresas. Falta descrição que diferencie de itens irmãos de pagamento.";"318821691bd12910a530426fe54bcb43"
"media";"conversacional_com_ajustes";"baixo";"60";"325";"x_nasm_rtr_case";"Estoques e Custos";"Provisão de Estoque";"Solicitar provisão de estoque";"0";"";"3";"1";"Preciso lançar uma provisão de estoque | quero provisionar perda de estoque obsoleto | Solicitar provisão para estoque parado | lançar provisão de obsolescência do mês | como peço provisão de estoque na contabilidade?";"Item simples: além do set de empresa, só pede aprovador, descrição e um anexo. Não há bloqueadores; faltam conversational labels, uma descrição que diferencie de Provisões de Fatura e checar a policy Read-Only do set.";"a7790cb91be92110a530426fe54bcbf3"
"media";"conversacional_com_ajustes";"medio";"50";"303";"x_nasm_finance_case";"Reembolso e prestação de contas";"Reclassificação e Legalização de Adiantamentos a Colaboradores – LATAM";"Reclassificar ou legalizar adiantamento - LATAM";"0";"";"13";"4";"necesito anular un anticipo | reclasificar anticipo de empleado | legalizar pagos de anticipo en Colombia | reintegro de depósito de anticipo | quero anular o documento de adiantamento no México";"Uma intenção de negócio (tratar adiantamento de colaborador LATAM) com quatro processos (anulação, reclassificação, reintegração de depósitos, legalização de pagamentos) que só mudam poucas perguntas. Não compensa dividir: com o processo como primeira pergunta e policies sem script, a conversa fica com 8 a 11 perguntas. Há dois campos de valor sobrepostos e validação monetária brasileira que precisam de revisão.";"b2fc94b81b09a5d0d1abda4ce54bcb5e"
"media";"dividir";"medio";"45";"292";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Solicitação de Pagamento Sindical (taxas e boletos)";"Solicitar pagamento sindical";"2";"Pagar boleto ou taxa sindical | Solicitar autorização sindical para domingos e feriados";"0";"1";"pagar boleto do sindicato | taxa sindical para trabalhar no feriado";"v_type_of_payment junta duas intenções diferentes: pagar boleto/taxa sindical e pedir o pagamento de taxa para trabalho em domingos e feriados (com loja, quantidade de datas, número de colaboradores e grade de colaboradores/datas). O ramo de boleto é curto e conversacional; o de domingos/feriados depende de grade e fica melhor como formulário.";"d6e0b54a1bd0e950a530426fe54bcbca"
"media";"dividir";"medio";"45";"281";"x_nasm_hr_case";"Licenças e Ausências";"Solicitação de retorno do colaborador";"Comunicar retorno ao trabalho";"2";"Comunicar retorno de licença-maternidade | Comunicar retorno de afastamento do INSS";"0";"1";"colaboradora voltou da licença maternidade | funcionário teve alta do INSS e vai voltar";"v_return_maternity_inss separa duas intenções com formulários muito diferentes: retorno de licença-maternidade (só o exame de retorno) e retorno de afastamento pelo INSS (setor, turno, abono, datas do benefício, ASO, parecer). Juntas somam 22 perguntas, acima do limite de 20, e o VA abriria janela. Separadas, cada uma fica curta e o nome casa com o que o gestor pede.";"b65a340d1b2f9558d1abda4ce54bcbc7"
"media";"conversacional_com_ajustes";"medio";"45";"275";"x_nasm_hr_case";"Solicitação de Crachá";"Solicitação de 2ª via de crachá";"Solicitar 2ª via de crachá";"0";"";"11";"1";"perdi meu crachá | preciso de uma segunda via do crachá | roubaram minha carteira com o crachá | meu crachá quebrou, como peço outro? | quero um novo smart card";"A intenção é única e clara, sem bloqueadores. O que atrapalha: 28 perguntas (acima do limite de 20 para conversa inline), porque o set de dados pessoais pede 10 dados que dá pra tirar do perfil; três checkboxes de aceite de desconto (um por tipo de crachá); um checkbox 'não encontrei a localidade' que controla o endereço; e comentário obrigatório. Derivando os dados pessoais e simplificando localidade e aceite, a conversa fica com umas 8 perguntas.";"4aacc9fa1be90a50a530426fe54bcb0f"
"media";"manter_formulario";"medio";"30";"267";"x_nasm_rtr_case";"Ativo Fixo";"Baixa de Ativo Fixo";"Solicitar baixa de ativo imobilizado";"0";"";"0";"2";"preciso dar baixa em um ativo | o notebook foi roubado, como baixo o ativo? | baixa de equipamento obsoleto | vender um ativo imobilizado | doação de móveis do patrimônio | descartar máquina quebrada do ativo fixo";"Volume médio (267 em 12 meses), mas é o item mais pesado do lote: 35 variáveis, 16 rich text com legendas e documentos por tipo de baixa, duas variáveis Attachment obrigatórias, 10 UI policies e três client scripts com listas de sys_ids de sub-empresa que definem a emissão de nota. Cinco tipos de baixa com volume pequeno cada não justificam dividir agora.";"39b3c12b1b912910d1abda4ce54bcb6f"
"media";"conversacional_com_ajustes";"baixo";"30";"264";"x_nasm_hr_case";"Licenças e Ausências";"Informações ou dúvidas relacionadas à Licenças e Ausências";"Tirar dúvida sobre licenças e ausências";"0";"";"1";"2";"tenho dúvida sobre licença | quantos dias de licença casamento eu tenho? | como justificar uma falta? | dúvida sobre afastamento médico | posso faltar para doar sangue?";"Na prática é um item de uma pergunta, mas está bloqueado por duas variáveis Custom com widget (contextual_search_results e ai_search_assist) que fazem busca de artigos no portal. Na conversa, essa deflexão já é feita pela VA/AI Search, então elas podem sair do fluxo conversacional. Volume médio (264).";"71d664751b542550d1abda4ce54bcb0f"
"media";"manter_formulario";"baixo";"45";"264";"x_nasm_hr_case";"Meus Pagamentos e Folha de Pagamento";"Rotinas de Folha de Pagamento";"Lançar pagamentos e descontos na folha";"0";"";"0";"1";"lançar bônus de contratação na folha | incluir desconto na folha de um colaborador | pagar bônus de retenção para minha equipe | rotina de folha para pagamento avulso";"Pedido de gestor/BP para lançar pagamentos e descontos de vários colaboradores, com grade (set Informações dos colaboradores: colaborador, ID global, código ADP, valor), rubrica orçamentária por referência e anexos de aprovação/contrato condicionais a IDs de rubrica. A grade é o coração do pedido e não conversa bem; manter como formulário com boa descrição.";"06ea4c0a1b977010d1abda4ce54bcb17"
"media";"dividir";"alto";"30";"263";"x_nasm_finance_case";"Cartão Corporativo";"Solicitação de emissão do cartão corporativo";"Solicitação de emissão do cartão corporativo (dividir em 2)";"2";"Solicitar cartão corporativo | Solicitar cartão saque";"0";"6";"quero um cartão corporativo | preciso de cartão saque";"São 34 perguntas (acima do limite de 20, abre janela) e dois produtos diferentes: cartão corporativo (exige dados pessoais completos, endereço e termo de responsabilidade) e cartão saque (exige cadastro prévio no LINX). Metade das perguntas (matrícula, área, e-mail, centro de custo, grade) pode ser derivada do usuário. Dividindo por tipo de cartão e derivando os dados do colaborador, cada item fica abaixo de 20 perguntas.";"3b4e97ec1becad14a530426fe54bcb14"
"media";"conversacional_com_ajustes";"medio";"55";"259";"x_nasm_finance_case";"Suporte à força de vendas";"Solicitação de pagamentos Força de Vendas (prêmio ou comissão, bônus e campanhas)";"Solicitar pagamento de prêmio ou comissão da Força de Vendas";"0";"";"7";"3";"preciso pagar a premiação da campanha do ciclo | quero solicitar pagamento de comissão das líderes | ajuste de comissão de líder que não caiu | pagamento de bônus para a força de vendas | lançar prêmio de campanha para as colaboradoras";"Uma intenção só (pedir pagamento de prêmio ou comissão), com um ramo simples prêmio x comissão que muda uma pergunta. Os ajustes são: labels em pt-BR, tirar os Rich Text de download do template do fluxo, transformar o anexo obrigatório e a label ""Attach payment approvals"" (marcada como obrigatória, o que não funciona) num único pedido de anexo no final. É preciso diferenciar bem do item irmão ""Solicitar aprovações para prêmios e comissões"".";"06f9c5401bace5d0d1abda4ce54bcb43"
"media";"conversacional_com_ajustes";"medio";"40";"251";"x_nasm_hr_case";"Avanços";"Solicitações de pagamento antecipado";"Solicitar adiantamento salarial (Chile)";"0";"";"3";"2";"quero um adiantamento do salário | necesito un anticipo de sueldo | quero cancelar meu adiantamento mensal | pedir anticipo todos os meses | adiantamento de 50% do salário";"Item do catálogo hispânico disponível só para o Chile, sem bloqueador duro. A experiência é ruim por causa de 6 client scripts de show/hide (um com setTimeout), 14 UI policies onLoad que só escondem campos e 4 Rich Text Labels com regras de adiantamento (50%/20%, recorrente, cancelamento) que não chegam ao LLM. Com ajustes, o fluxo real tem 3 a 4 perguntas.";"b3f428323b801610924d0247f4e45aa2"
"media";"dividir";"alto";"25";"250";"x_nasm_rtr_case";"Ativo Fixo";"Transferência de Ativos e Dados Cadastrais";"Transferência de ativos e dados cadastrais (item original)";"2";"Alterar centro de custo ou dados cadastrais de ativo imobilizado | Transferir ativo imobilizado entre filiais ou em comodato";"0";"4";"transferir ativo | mudar centro de custo do ativo | alterar dados do imobilizado";"Volume médio (250 em 12 meses). Bloqueado por client script sem VA Supported e com seis outros scripts manipulando choices por país, idioma e sub-empresa. O select v_request_type junta dois grupos de intenção bem diferentes: alteração de cadastro (centro de custo, dados mestres) e transferência física com nota fiscal (comodato, entre filiais). Separar simplifica a lógica e melhora o casamento de intenção.";"96a7a46c1ba161d0a530426fe54bcb01"
